952,一 个 option,CD M NN,1,['option'],[2],['NN'],education,train,3334
953,我 因为 大陆 的 faculty position 是 depend on government,PN P NN DEG JJ NN VC NN P NR,more,,,,education,train,3338
954,所以 要看 当 时候 有 没 有 扩大 open 出来 然后 要看,AD NN VV NN VE AD VE VV VV VV AD VV,1,['open'],[8],['VV'],education,train,3342
955,competition 怎么样 所以,NN AD AD,1,['competition'],[0],['NN'],education,train,3344
956,教授们 去 做 一些 start but 包括 我 看来 很多 教授 他们 都,NN VV VV CD NN CC VV PN VV CD NN PN AD,more,,,,education,train,3351
957,他们 都 有 一些 business 的 东西 然后,PN AD VE CD NN DEG NN AD,1,['business'],[4],['NN'],education,train,3352
958,妨碍 你 去 做 你 what you want to do so,VV PN VV VV PN PN PN VV P VV NR,more,,,,education,train,3354
959,在 我们 area 里面 的话 我们 的 research area 的话 那 data 很 重要,P PN NR NN SP PN DEG NN NN SP DT NN AD VA,more,,,,education,train,3360
960,呃 公司 的话 像 b a t 啊 这些 大 的 公司 里 的话,IJ NN SP P NN NN NN SP DT JJ DEG NN LC SP,more,,,,education,train,3362
961,嗯 呃 去 呃 拿到 big data,IJ IJ VV IJ VV JJ NN,more,,,,education,train,3364
962,这 和 对应 的 research output 会 很 有帮助,PN P NN DEG NN NN VV AD VV,more,,,,education,train,3365
963,然后 包括 他们 在 公司 的话 founding,AD VV PN P NN SP NR,1,['founding'],[6],['NR'],education,train,3366
964,什么 founding 会 比较,DT NN VV AD,1,['founding'],[1],['NN'],education,train,3367
965,不 是 一 个 problem,AD VC CD M NN,1,['problem'],[4],['NN'],education,train,3368
966,对 所以 你 不 你 不 你 不 需要 care about 这些,P AD PN AD PN AD PN AD VV VV NR DT,more,,,,education,train,3370
967,呃 and I heard that,IJ CC PN JJ CS,more,,,,education,train,3375
968,呃 two days later 五月 九号,IJ NN NN NN NT NT,more,,,,education,train,3376
969,主要 的 呃 精力 还是 放在 呃 publish paper 这 件 事 上,JJ DEG IJ NN AD VV IJ NN NN DT M NN LC,more,,,,education,train,3382
970,在 我们 这个 领域 的话 就 如果 你 去 conference 的话 你 会 meet 到 很多 的 hr 啊 包括,P PN DT NN SP AD CS PN VV VV SP PN VV VV VV CD DEG NN SP VV,3,"['conference', 'meet', 'hr']","[9, 13, 17]","['VV', 'VV', 'NN']",education,train,3384
971,那些 公司 包括 主要 是 看 你 the people you know if you know them,DT NN VV AD VC VV PN DT NN PN VV NN PN VV NN,more,,,,education,train,3385
972,你 给 你 你 把 你 的 cv 给 他们 然后 他们,PN P PN PN BA PN DEG NN P PN AD PN,1,['cv'],[7],['NN'],education,train,3386
973,你 知道 你 的 话 就 不 用 go through 这些 process 了,PN VV PN DEG NN AD AD VV VV VV DT NN SP,more,,,,education,train,3387
974,只要 know people inside then 你 把 你 的 简历 给 他们 可能 很 快 你们 就 match each other 然后 就 可以,CS VV NN NN NN PN BA PN DEG NN P PN AD AD AD PN AD VV VV NN AD AD VV,more,,,,education,train,3394
975,呃 当然 这 是 一 个 给 学生 在 university 的 一 个 机构 opportunity 啦,IJ AD PN VC CD M P NN P NR DEG CD M NN NN SP,2,"['university', 'opportunity']","[9, 14]","['NR', 'NN']",education,train,3398
976,graduate 然后 有 phd 的 degree 的话 很多 问题 就 没 那么 呃 复杂,NR AD VE JJ DEG NN SP CD NN AD AD AD IJ VA,3,"['graduate', 'phd', 'degree']","[0, 3, 5]","['NR', 'JJ', 'NN']",education,train,3403
977,depends on 你 的 definition of of on time,NN P PN DEG NN P P P NN,more,,,,education,train,3409
978,呃 in 在 HongKong 这个 地方 的话 就是 呃 official the statement 是 说 four years 但是 很多 地方,IJ P P NR DT NN SP AD IJ JJ DT NN VC VV NN NN AD CD NN,more,,,,education,train,3411
979,包括 很多 美国 大家 都 是 基本上 是 five years 毕业 嘛,VV CD NR PN AD VC AD VC VV NN VV SP,more,,,,education,train,3412
980,嗯 对 所以 如果 你 认为 five years 是 正常 的话,IJ VA AD CS PN VV VV NN VC VA SP,more,,,,education,train,3414
981,因为 我 是 一 个 bachelor 进来 的 然后 我 的 background 是 说 是 electronic engineering 就 还有 很 就 有 很多 的 这个,P PN VC CD M NN VV DEC AD PN DEG NN VC VV VC JJ NN AD AD AD AD VE CD DEG PN,more,,,,education,train,3417
982,new things to learn 在 我 当 我 当 我 开始 的 时候,NR VV P NR P PN VV PN VV PN VV DEC NN,more,,,,education,train,3418
983,所以 我 就 我 当时 给 我 大概 定 的 objective 就说 五 年 之内 能够 graduate,AD PN AD PN NT P PN AD VV DEC NN AD CD M LC VV VV,2,"['objective', 'graduate']","[10, 16]","['NN', 'VV']",education,train,3419
984,但是 在 u s t 的话 我 觉得,AD P NN NN NN SP PN VV,more,,,,education,train,3423
985,五 年 毕业 还是 蛮 normal 一 件 事情 因为 很少,CD M VV CC AD VV CD M NN P AD,1,['normal'],[5],['VV'],education,train,3424
986,像 我们 这个 领域 或者 csc department 他们 都 会 quit in,P PN DT NN CC NR NN PN AD VV VV P,more,,,,education,train,3428
987,in middle 所以,P NN AD,more,,,,education,train,3429
988,嗯 所以 就是说 五 年 毕业 是 一 能 毕业 是 一 件 很 很 normal 一 件 事情 对,IJ AD AD CD M VV VC CD VV VV VC CD M AD AD JJ CD M NN VA,1,['normal'],[15],['JJ'],education,train,3430
989,quit in model 的话 in middle 的 话 还 挺 亏 的 我 感觉,VV P NN SP P NN DEG NN AD AD VV DEC PN VV,more,,,,education,train,3431
990,嗯 但是 你 可以 拿到 一 个 after degree 啊,IJ AD PN VV VV CD M NN NN SP,more,,,,education,train,3433
991,不是 说 你 without any degree 就 是 你 有 你 还是 有一个,CC VV PN P JJ NN AD VC PN VE PN AD VV,more,,,,education,train,3436
992,degree 拿 到了,NR VV P,1,['degree'],[0],['NR'],education,train,3437
993,对 其实 其实 主要 是 在 PHD 期间 那些,P AD AD AD VC P NN NN DT,1,['PHD'],[6],['NN'],education,train,3441
994,嗯 stressful 的 那个 mental stressful 因为 你 做 research 的 时候,IJ VV DEC DT JJ NN P PN VV NN DEC NN,more,,,,education,train,3442
995,嗯 how do you compare PHD and a job and work how do you work what after working,IJ NN VV PN VV NN CC NN NN CC NN NN VV PN NN PN VV NN,more,,,,education,train,3444
996,and 他 的 回答 是 说,CC PN DEG NN VC VV,1,['and'],[0],['CC'],education,train,3445
997,呃 非常 非常 的 relax,IJ AD AD DEV NR,1,['relax'],[4],['NR'],education,train,3446
998,compare to PHD 因为 PHD 的 时候 你 会 一直 想 一 个 问题,VV P NN P NN DEG NN PN VV AD VV CD M NN,more,,,,education,train,3447
999,from day to night every day know even though 可能 是 说 是 今天 是 weekend 你 可以 去 cheer up 啊 a bit,P VV P JJ NN NN VV AD VV VV VC VV VC NT VC NN PN VV VV VV AD SP CD NN,more,,,,education,train,3448
1000,然后 那个 问题 是 没有 没 有 answer 的 你 还 你 还 要 found find the answer yourself,AD DT NN VC VE AD VE NR DEG PN AD PN AD VV VV VV DT JJ NN,more,,,,education,train,3450
1001,然后 这 是 非常 的 mentally stressful 你 不 因为 你 不 知道 是 什么 因为 有 很多 uncertainty 在 里面,AD PN VC AD DEV AD VV PN AD P PN AD VV VC DT P VE CD NN VV NN,more,,,,education,train,3451
1002,但是 job 的话 就 不 一样 就是 你 很 明确 你 知道,AD NN SP AD AD AD AD PN AD AD PN VV,1,['job'],[1],['NN'],education,train,3452
1003,你 的 task 是 什么,PN DEG NN VC PN,1,['task'],[2],['NN'],education,train,3453
1004,然后 你 要 达到 什么样 的 performance,AD PN VV VV JJ DEG NN,1,['performance'],[6],['NN'],education,train,3454
1005,然后 可能 很多 人 都 已经 做出 相关 的 performance 了 然后 你 又 很,AD AD CD NN AD AD VV JJ DEG NN SP AD PN AD AD,1,['performance'],[9],['NN'],education,train,3455
1006,对 然后 这个 任务 非常 明确 然后 当 你 完成 finish 这个 task 以后,P AD DT NN AD VV AD P PN VV NR DT NN LC,2,"['finish', 'task']","[10, 12]","['NR', 'NN']",education,train,3456
1007,你 就 可以 enjoy your life 了 对,PN AD VV VV PN VV AS VA,more,,,,education,train,3457
1008,工作 就 stressful 嘛,NN AD VV SP,1,['stressful'],[2],['VV'],education,train,3461
1009,但是 我 觉得 真的 没有 读 phd 啊 累,AD PN VV AD AD VV NN SP VA,1,['phd'],[6],['NN'],education,train,3463
1010,读 PHD 就是 真的 是,VV NN AD AD VC,1,['PHD'],[1],['NN'],education,train,3464
1011,但是 嗯 如果 能够 支持 下来 的话 主要 还 是 你 对 research 的 interest,AD IJ CS VV VV VV SP AD AD VC PN P VV DEC NN,2,"['research', 'interest']","[12, 14]","['VV', 'NN']",education,train,3467
1012,如果 你 interest 这个 idea 的 话 你 可能,CS PN VV DT NR DEG NN PN VV,2,"['interest', 'idea']","[2, 4]","['VV', 'NR']",education,train,3468
1013,就是 虽然 中间 会 in the middle 会会 觉得 很 stressful 但是 当 你 有 output 当 你 有 有 discovery 的 时候 当 你去,AD CS NN VV P DT NN NN VV AD JJ AD P PN VE NR VV PN VE VE NN DEC NN VV NN,more,,,,education,train,3469
1014,go 的 时候 当你 去 share with people 的 时候 你 会 觉得,VV DEC NN AD VV VV P NN DEG NN PN VV VV,more,,,,education,train,3470
1015,然后 你 会 talk to different people 然后,AD PN VV VV P NN NN AD,more,,,,education,train,3474
1016,呃 人和 你 share 有 有 相相关 的 这 相似 的 这个 background 和 这个 interest 你 会 你们 会 与 就是 就 有点 像是 找到 知音 这 种 感觉 非常 的 投契,IJ NN PN NN VE VE NR DEG DT JJ DEG DT NN CC DT NN PN VV PN VV P AD AD AD VV VV NN DT M NN AD DEV VV,3,"['share', 'background', 'interest']","[3, 12, 15]","['NN', 'NN', 'NN']",education,train,3476
1017,尤其是 当 你 去 的 时候 你 会 很 深切 感受 到 这些 然后 去 做 presentation 的 时候 去 和 别人 做 呃 communication 的 时候,AD P PN VV DEC NN PN VV AD JJ NN VV DT AD VV VV NN DEC NN VV P NN VV IJ NN DEC NN,2,"['presentation', 'communication']","[16, 24]","['NN', 'NN']",education,train,3477
1018,非常 非常 的 interesting 所以,AD AD DEV JJ NN,1,['interesting'],[3],['JJ'],education,train,3479
1019,嗯 你 会 发现 all the things you have done is worthwhile,IJ PN VV VV DT DT NN PN VV VV VC NN,more,,,,education,train,3480
1020,deserve it so 就 这 种 感觉 但是,NN NN NR P DT M NN AD,more,,,,education,train,3481
1021,但是 在 那个 点 在 那个 point 之前 会 非常 非常 的 tough,AD P DT NN P DT NN LC VV AD AD DEV VV,2,"['point', 'tough']","[6, 12]","['NN', 'VV']",education,train,3484
1022,呃 如果 你 有 很多 senior 的 呃 的 一些 colleague 的话 他们 可以 帮助 你,IJ CS PN VE CD NN DEG IJ DEG CD NN SP PN VV VV PN,2,"['senior', 'colleague']","[5, 10]","['NN', 'NN']",education,train,3488
1023,在 很多 很多 方面 包括 在 experiment 方面 在 paper 方面 在 idea 方面 都 会 给 你 帮助 如果 你 有 很多 很多 help 的话 你 会会 帮助 你 解决,P CD CD NN VV P NN NN P NN NN P NN NN AD VV P PN VV CS PN VE CD CD NN SP PN VV VV PN VV,4,"['experiment', 'paper', 'idea', 'help']","[6, 9, 12, 24]","['NN', 'NN', 'NN', 'NN']",education,train,3489
1024,就是 陷入 到 比较 一 个 low 的 一 个 一 个 status 里面 然后 这 种 这 种 情绪 这 种 emotion 会,AD VV VV AD CD M NN DEG CD M CD M NN NN AD DT M DT M NN DT M NN VV,3,"['low', 'status', 'emotion']","[6, 12, 22]","['NN', 'NN', 'NN']",education,train,3493
1025,hurt your performance 也 会 让 你 想,URL PN NN AD VV VV PN VV,more,,,,education,train,3494
1026,所以 这 周围 的 整个 包括 整个 back 环境 environment 还是 蛮 重要 的 一 件 事情,AD DT NN DEG DT VV DT NN NN NN AD AD VA DEC CD M NN,2,"['back', 'environment']","[7, 9]","['NN', 'NN']",education,train,3495
1027,这个 term 的话 其实 我的,DT NN SP AD NN,1,['term'],[1],['NN'],education,train,3500
1028,assessment 呀 然后 和 那个 midterm 不 是 特别 的 多 其实 我们 平时 像 我们 商院嘛,NR SP AD P DT NN AD VC VA DEC AD AD PN AD P PN NR,2,"['assessment', 'midterm']","[0, 5]","['NR', 'NN']",education,train,3501
1029,然后 business school 的话 大部分 都 是 做 good work,AD NN NN SP CD AD VC VV NN NN,more,,,,education,train,3502
1030,让 你 做 个 proposal 呀 然后 让 你 做 个 presentation 呀 大部 都 这样 的 然后,VV PN VV M NN SP AD VV PN VV M NN SP CD AD VA DEC AD,2,"['proposal', 'presentation']","[4, 11]","['NN', 'NN']",education,train,3504
1031,嗯 我们 其实 我 觉得 就是 来 u s t 有 一 个 好处 就是 我 发现 它 很多 exam 都 是 open book,IJ PN AD PN VV AD MSP VV NN NN VE CD M NN AD PN VV PN CD NN AD VC JJ NN,more,,,,education,train,3505
1032,你们 我 不 知道 你们 是 不 是 open book,PN PN AD VV PN VC AD VC JJ NN,more,,,,education,train,3506
1033,我们 以前 的话 就 比较 水 就是 我们 的 notes 啊 基本 是 都 cover everything,PN NT SP AD AD NN AD PN DEG NN SP AD VC AD VV NN,more,,,,education,train,3511
1034,就 感觉 还 这边 的话 像 我们 商 院的 话 是 一 个 semester 会 那个 break into 两 个 terms,AD VV AD PN SP P PN NN NN NN VC CD M NN VV DT NR NR CD M NN,more,,,,education,train,3515
1035,然后 呢 它 就 就 比如说 我们 当时 是 九月 啊 八月 底 上 第一 个 term,AD SP PN AD AD AD PN NT VC NT SP NT LC LC OD M NN,1,['term'],[16],['NN'],education,train,3516
1036,第二 个 term 吧 就 会 等于 说是 每 一 个 semester 会 比 你们 稍长 一点点,OD M NN SP AD VV VV VV DT CD M NN VV P PN NN CD,2,"['term', 'semester']","[2, 11]","['NN', 'NN']",education,train,3520
1037,所以 我 现在 其实 是 个 midterm 然后 我 早上 刚 考完 了 一 个 midterm quiz,AD PN NT AD VC M NN AD PN NT AD VV AS CD M NN NN,more,,,,education,train,3521
1038,对 然后 就 感觉 这边 会 我们 一 个 课 上 seven weeks,P AD AD VV PN VV PN CD M NN LC NN NN,more,,,,education,train,3522
1039,然后 eight weeks 是 第第 八 周 是 用来 考试 就 感觉 非常 的 intense,AD VV NN VC OD CD M VC VV NN AD VV AD DEV VA,more,,,,education,train,3523
1040,然后 以前 可以 水 一 个 semester 的 东西 就是 你 知道 现在 赶紧 要 读书 读书 然后 要 做 project 然后 discuss 然后 就,AD NT VV NN CD M NN DEG NN AD PN VV NT AD VV VV VV AD VV VV NN AD VV AD AD,3,"['semester', 'project', 'discuss']","[6, 20, 22]","['NN', 'NN', 'VV']",education,train,3525
1041,商院 这边 就 是 太 多 group work 了 然后 我 已经 很久 没有 写 paper 了 真的 嗯,NN PN AD VC AD CD NN NN SP AD PN AD AD VE VV NN SP AD IJ,more,,,,education,train,3528
1042,我 觉得 大部分 的 那 种 group activity 其实 因为 它 很 就 是 emphasize 你 的 这个 communication skill 然后 或者是 说 你 的 这个 team work 你 怎么样 去去去 manage 一 个 team 或者是 作为 team member 是 怎么 弄 的,PN VV CD DEG DT M NN NN AD P PN AD AD VC VV PN DEG DT NN NN AD AD VV PN DEG DT NN NN PN AD VV VV CD M NN CC P NN NN VC AD VV SP,more,,,,education,train,3529
1043,其实 我们 现在 大部分 做 的 东西 其实 跟 我 就是 在 面试 的 时候 interview 的 时候 有 很多 相似 的 地方 因为 interview 的 时候 他 很 很 经常 像 我们 面 consulting 经常 会 抛给 你 一 个 case,AD PN NT CD VV DEC NN AD P PN AD P NN DEC NN NN DEC NN VE CD JJ DEG NN P NN DEG NN PN AD AD AD P PN NN VV AD VV VV PN CD M NN,4,"['interview', 'interview', 'consulting', 'case']","[15, 24, 34, 41]","['NN', 'NN', 'VV', 'NN']",education,train,3530
1044,然后 让 你 在 比如说 一 个 多 小时 内 跟 你 的 team member 然后 discuss 然后 去 给 他 come up with a proposal 或者是 一 个 做 一 个 presentation 所以 说 我 觉得 平时 练 这个 练 比较 多 其实 也 是 去,AD VV PN P AD CD M CD NN LC P PN DEG NN NN AD VV AD VV P PN VV AD P CD NN CC CD M VV CD M NN AD VV PN VV AD VV DT VV AD AD AD AD VC VV,more,,,,education,train,3531
1045,就是 模拟 一 个 真正 的 一 个 business environment 吧 所以 我 觉得 大部分 它 只是 设计 成 这样 一 个 group work 其实 也 是 比较 好 的 我 觉得 还有 另外 一 个 方面 来讲 就是 如果 要是,AD VV CD M JJ DEG CD M NN NN SP AD PN VV CD PN AD VV VV JJ CD M NN NN AD AD VC AD VA DEC PN VV CC DT CD M NN LC AD CS CS,more,,,,education,train,3532
1046,我 感觉 business school 的 人 太 多 了 你 太 多 individual paper 的话 可能 老师 也 看 不 过来 然后 他 就 会 给 你 弄成 groups 像 我们 最 搞笑 的 就是 在 那个 annual 时候 有 那种,PN VV VV NN DEC NN AD VA AS PN AD AD JJ NN SP AD NN AD VV AD VV AD PN AD VV P PN VV NN P PN AD VV DEC AD P DT JJ NN VE NN,more,,,,education,train,3533
1047,毕设 嘛 就 是 你们 叫 final 我们 叫 final year project 然后 你们 叫 毕设 然后 呢 像 我们 像 你们 这 种 理工科 专业 大部分 还是 一 个 人 一 个 paper 然后 像 我们 的话 就是,VV PN AD VC PN VV NR PN VV JJ NN NN AD PN VV VV AD SP P PN P PN DT M NN NN CD CC CD M NN CD M NN AD VV PN SP AD,more,,,,education,train,3534
1048,对 四 个 人 做 一 个 project 什么 的 我 觉得 一 人 一 个 paper 我们 那 得 好 几百 个 人 上千 人 的 老师 肯定 看 不 过来 对,P CD M NN VV CD M NN PN DEG PN VV CD NN CD M NN PN PN VV VA CD M NN CD NN DEG NN AD VV AD VV VA,2,"['project', 'paper']","[7, 16]","['NN', 'NN']",education,train,3535
1049,work 会 不 会 非常 的 怎么着 呢 就是 非常 的,NN VV AD VV AD DEV AD SP AD AD DEV,1,['work'],[0],['NN'],education,train,3538
1050,就 感觉 你 说 这 种 report 就 是 你们 这 种 写的 这 种 report 特别 像 就是 我 我 一般 就是,AD VV PN VV DT M NN AD VC PN DT M NN DT M NN AD VV AD PN PN AD AD,2,"['report', 'report']","[6, 15]","['NN', 'NN']",education,train,3544
1051,就 感觉 我 一 我 一直 都 写 能 能 写出 这 种 report 的 人 真的 是 神奇 你 知道 就是 写,AD VV PN AD PN AD AD VV VV VV VV DT M NN DEC NN AD VC JJ PN VV AD VV,1,['report'],[13],['NN'],education,train,3547
1052,呃 so far 你 觉得 就是,IJ NN NN PN VV AD,more,,,,education,train,3553
1053,啊 就是 本科 和 那个 香港 的 那个 post graduate 会 不 会 有 什么 不 一样 的 感觉,IJ AD NN CC DT NR DEG DT NN AD VV AD VV VE DT AD VA DEC NN,more,,,,education,train,3555
1054,不 能 有 中文 读 的 那么 那么 get information get 那么 多,AD VV VE NN VV DEC AD AD VV NN NN AD VA,more,,,,education,train,3559
1055,然后 我 有的 时候 经常 会 像 之前 又 处理 很多 那个 新闻 的 那 种 source 的话 我 就 右键,AD PN DT NN AD VV P LC AD VV CD DT NN DEG DT M NN SP PN AD VV,1,['source'],[16],['NN'],education,train,3560
1056,google translate 然后 直接 就 是 中文 看 一 个 大概 意思 差不多 得了,NR NN AD AD AD VC NN VV CD M AD NN AD VV,more,,,,education,train,3561
1057,我 初中 的 时候 就 完全 是 那 种 老师 就 只 讲 grammar 然后 呢 只 讲 一些 那种 就 是 就是,PN NN DEC NN AD AD VC DT M NN AD AD VV NN AD SP AD VV CD NN AD VC AD,1,['grammar'],[13],['NN'],education,train,3563
1058,怎么 说 呢 就 是 exam based 或者是 那 种的 知识点 然后 上高中 老师 会 稍微 好 一点 会 经常 给 我们 有一些 oral speech 啊 什么 的 那些 去 练习 但是 我 当时 觉得 就是 呃 本科 第一 年 来 香港 的 时候,AD VV SP AD VC NN NN CC DT M NN AD NN NN VV AD VA AD VV AD P PN AD JJ NN SP DT DEG DT VV VV AD PN NT VV AD IJ NN OD M LC NR DEC NN,more,,,,education,train,3564
1059,也 会 觉得 非常 的 吃力 就 i still remember the first two weeks 就是 完全,AD VV VV AD DEV VV AD VV NN NN DT NN NN NN AD VA,more,,,,education,train,3565
1060,几乎 听不懂 嘛 就 是 那种 就 是 那 种 他 语速 非常 快 然后 呢 你 就说 不 像 那个 你 那个 像 那 种 看 movie 有 subtitle 的 时候 那 种 感觉 然后 我 当时 就是 就是,AD NN SP AD VC AD AD VC DT M PN NN AD AD AD SP PN AD AD VV DT PN DT P DT M VV NN VE NN DEC NN DT M NN AD PN NT AD AD,2,"['movie', 'subtitle']","[27, 29]","['NN', 'NN']",education,train,3566
1061,完全 第一二一二 个 星期 就 懵逼 了 坐在 那里 然后 就 看 那个 notes 然后 就 直接 只 能 看他 那个 power point 去 看 他 现在 在 讲 什么 那 种 感觉 就 是,AD OD M NN AD VV AS VV PN AD AD VV DT NN AD AD AD AD VV VV DT NN NN MSP VV PN NT AD VV DT DT M NN AD VC,more,,,,education,train,3567
1062,就是 一一二 周 之后 就 好 了 好 很多 然后 渐渐 的 就 就 稍微 适应 一点 了 后来 呢 我 也 是 我 觉得 学 粤语 的 时候 我 也 是 这个 感觉 就 是 我 当时 还 特意 去 上了 一 个 cantonese class 然后 呢 那个 cantonese 的 那个 那个 老师 就 一 上来 给 我们 全部 讲 cantonese,AD CD M LC AD VA AS AD CD AD AD DEV AD AD AD VV CD AS AD SP PN AD VC PN VV VV NN DEC NN PN AD VC DT NN AD VC PN NT AD AD VV VV CD M JJ NN AD SP DT NN DEG DT DT NN AD AD VV VV PN AD VV NR,more,,,,education,train,3568
1063,然后 呢 他 就是 还 教 我们 一些 歌 啊 然后 教 我们 的 一些 grammar 教 我们 一些 那个 就 pronunciation 上面 的 方方面 的 东西 但 我 当时 就是 完全 听 不 懂 他 讲 什么 然后 就 一脸懵 逼 坐在 下面 然后 只 能 看他 的 notes,AD SP PN AD AD VV PN CD NN SP AD VV PN DEG CD NN VV PN CD DT AD NN NN DEG NN DEG NN AD PN NT AD AD VV AD VV PN VV DT AD AD AD VV VV NN AD AD VV VV DEC NN,3,"['grammar', 'pronunciation', 'notes']","[15, 21, 49]","['NN', 'NN', 'NN']",education,train,3569
1064,我 觉得 最 崩溃 的 是 有 一 次 我们 会 有 一些 course 是 可以 不 计 credit 不 计 grades 的 然后 呢 就 可以 去 选 那 种 free elective 呀 那 种 course,PN VV AD VV DEC VC VE CD M PN VV VE CD NN VC VV AD VV NN AD VV VV DEC AD SP AD VV VV VV DT M NN NN SP DT M NN,more,,,,education,train,3573
1065,我 发现 它 不是 普通 话 教 的 是 cantonese 教 的 就 等于 说 是 韩语 跟 粤语 我 两 门 都 没 听懂 我 这 还 幻想 着 我 说 好嘛 我 这 一 下 可以 学 两 门 languages 然后 结果,PN VV PN CC JJ NN VV DEC VC NR VV DEC AD VV VV VC NN CC NN PN CD M AD AD VV PN PN AD VV AS PN VV AD PN DT CD M VV VV CD M NN AD NN,2,"['cantonese', 'languages']","[9, 41]","['NR', 'NN']",education,train,3575
1066,嗯 对 之前 有 一 个 巨 搞笑 的 就是 呃 我们 组 有 一 个 那个 international 然后 那个 international 就 是 相对于 我们 肯定 他 的 那个 英文 更 更 好 一点 嘛,IJ P AD VE CD M JJ NN DEG AD IJ PN VV VE CD M DT JJ AD DT NN AD VC VV PN AD PN DEG DT NN AD AD VA AD SP,2,"['international', 'international']","[17, 20]","['JJ', 'NN']",education,train,3579
1067,然后 大家 就说 那个 who want who want do the presentation 然后 大家 都 齐刷刷 看到 他 说 oh this kind of discrimination,AD PN AD DT NN VV AD VV VV DT NN AD PN AD AD VV PN VV NN PN VV P NN,more,,,,education,train,3580
1068,对 然后 我 就 对 所以 说 其实 我 感觉 除了 那 种 seldom 就 是 多 presentation 其实 很多 人 就 seldom speak up in class,P AD PN AD P AD VV AD PN VV P DT M NN AD VC AD NN AD CD NN AD VV NN AD P NN,more,,,,education,train,3581
1069,so what do you think 呃 should we ban homework do you think,NR PN VV PN NN IJ NN PN VV NN VV PN NN,more,,,,education,train,3582
1070,呃 i don't think we should ban homework,IJ NN VV VV PN NN NN NN,more,,,,education,train,3584
1071,maybe 嗯,AD IJ,1,['maybe'],[0],['AD'],education,train,3585
1072,maybe is 就 是 可以 选择 做 不 做,AD VC AD VC VV VV VV AD VV,more,,,,education,train,3586
1073,就是 我 理解 的 不太 好 homework 可以 帮我,AD PN VV DEC AD JJ NN VV VV,1,['homework'],[6],['NN'],education,train,3590
1074,嗯 哎 因为 我们 有 一 个 教授 就 是 he just 啊 ask us to do the homework but 他 不 会 收 上去 批,IJ IJ P PN VE CD M NN AD VC JJ NN SP VV VV P VV DT NN AD PN AD VV VV VV VV,more,,,,education,train,3592
1075,他 更 喜欢 那 种 西方 的 教学 氛围 because is like more freedom,PN AD VV DT M NN DEG NN NN VV VC VV NN NN,more,,,,education,train,3610
1076,更加 就 是 pro active 就 会 有 更加 积极 的 参与 感觉 但是,AD AD VC NN NN AD VV VE AD VA DEC NN NN AD,more,,,,education,train,3612
1077,大陆 的 education,NN DEG NN,1,['education'],[2],['NN'],education,train,3613
1078,in some 有一些,P NN AD,more,,,,education,train,3620
1079,also depends on the major 就 是 有的 专业 是 国内 的 好 一点 有的 专业 是 oversea 的 好 一点,NR NN P DT NN AD VC PN NN VC NN DEG JJ CD DT NN VC NR DEG JJ CD,more,,,,education,train,3625
1080,对 嗯 also 呃 you feel more comfortable呃 对 research in English or in Chinese,VA IJ NR IJ PN JJ NN NR P VV P NR CC P NN,more,,,,education,train,3627
1081,depends on the 语言 能力,NN P DT NN NN,more,,,,education,train,3629
1082,万一 future in plan it's to find a job,AD VV P NN VV P VV NN NN,more,,,,education,train,3632
1083,so do you prefer do you prefer 呃呃 轻松 一点 的 工作 还 是 那种,NN VV PN NN VV PN NN NN VA AD DEC NN AD VC NN,more,,,,education,train,3636
1084,嗯 depends on what kind of job,IJ NN P PN VV P NR,more,,,,education,train,3640
1085,manager 就 是 产品 这样 的 工作 如果 我 做 一 个 我 喜欢 的 产品 的话 i defect work more but,NN AD VC NN PN DEG NN CS PN VV CD M PN VV DEC NN SP VV NN NN NN CC,more,,,,education,train,3642
1086,voluntary 就 是 自愿留 下来,NR AD VC VV VV,1,['voluntary'],[0],['NR'],education,train,3646
1087,do you know that 嗯 华为,VV PN VV CS IJ NR,more,,,,education,train,3647
1088,i'll said the 嗯 the hr in 华为 say that all our staff work,JJ NN DT IJ DT NN P NR NR CS DT NN NN NN,more,,,,education,train,3648
1089,and 呃 so i doubt it so i asked my friends who work in 华为,CC IJ NN NN VV NN NN NN VV NN NN NN NN P NR,more,,,,education,train,3652
1090,嗯 and they said,IJ CC NN NN,more,,,,education,train,3654
1091,就职 训练 肯定 会 有 一些 这 方面 的 brain washing 的 东西 就是 而且 如果 它 的 那个,VV NN AD VV VE CD DT NN DEG NN NN DEC NN AD AD CS PN DEG DT,more,,,,education,train,3664
1092,just research on something you really like 就是 可以 做 一些 深入 的 研究,NN VV P NR PN AD VV AD VV VV CD JJ DEG NN,more,,,,education,train,3679
1093,you are not capable of doing so 就 是 你 如果 没有 那个,PN VC JJ NN P VV NN AD VC PN CS VE DT,more,,,,education,train,3685
1094,呃 in my undergraduate the courses 嗯 安排 得 很 满,IJ P NN VV DT NN IJ VV DER AD VA,more,,,,education,train,3700
1095,呃 so for the first two years I feel very 痛苦,IJ NN P DT NN NN NN PN VV NR VA,more,,,,education,train,3703
1096,嗯 everyone have to gather together to do this experiment you can't do it,IJ AD VV P JJ NN P VV PN NN PN VV VV NN,more,,,,education,train,3709
1097,嗯 not a lot but,IJ AD CD NN CC,more,,,,education,train,3716
1098,呃 java,IJ NN,1,['java'],[1],['NN'],education,train,3721
1099,呃 matlab,IJ NN,1,['matlab'],[1],['NN'],education,train,3722
1100,嗯 also,IJ NR,1,['also'],[1],['NR'],education,train,3726
