就是要做一个presentation about the,more,persona,train,2145
the topic要research,more,persona,train,2146
这和我之前了解到MSC确实有点不太一样大部分他们是上课程的,1,persona,train,2147
啊我不是我本科在澳大利亚上的so i attended university in the University of New South Wales in Sidney Australia,more,persona,train,2152
所以你是在undergraduate study的时候就,more,persona,train,2160
嗯做了一些research,1,persona,train,2161
嗯对的我在undergraduate有做过一定的research,2,persona,train,2162
and they can like enhance the of the solar spectrum所以太阳光里面有很多不同的,more,persona,train,2165
然后又能那个nano particle以后,more,persona,train,2168
嗯learning courses like uh,more,persona,train,2173
嗯在大一大二的时候大部分是doing homework,more,persona,train,2179
其实我觉得做homework也是一个很好的选择,1,persona,train,2184
so for example like we have a project that have to build a solar panel就是自己制作一个太阳能板,more,persona,train,2187
就这种它既是homework也是一种考验动手能力的project,2,persona,train,2189
然后我觉得其实在澳大利亚它的homework,1,persona,train,2190
我还记得我当时做的一些project,1,persona,train,2201
so maybe it's呃,more,persona,train,2202
and然后在这个过程中我经历了什么遇到了什么问题然后,1,persona,train,2210
然后and usually we will do a presentation,more,persona,train,2212
随便做完就算了i don't want to remember it,more,persona,train,2220
and呃maybe i have a question,more,persona,train,2247
actually i study here one year but in mainland China as well so i participate in高考,more,persona,train,2253
and你们可能知道在国内要换专业不是太容易,1,persona,train,2256
我觉得我需要再做一个master,1,persona,train,2267
of commonwealth country or英联邦国家,more,persona,train,2272
国家帮你choose major and,more,persona,train,2278
呃maybe maybe some of them don't like their major of now of course and,more,persona,train,2279
I know like there are many programs like two plus two那种换去交换的项目,more,persona,train,2287
嗯but actually like,more,persona,train,2302
sometimes you participate in those like robot competition like机器人竞赛,more,persona,train,2304
and我我也参加了一些类似于这种比赛但但不是跟机器人有关是就是,1,persona,train,2315
就是考虑所有的跟智能有关的项目it is not like a very specific you can you can have any idea and related to artificial intelligence which can help like the society,more,persona,train,2318
所以在这次project我觉得还是学到很多东西,1,persona,train,2323
um so can you tell me a little bit more detail about your projects or like what function does it achieved就是他做那个project,more,persona,train,2324
but they don't know which channel哪一个电视频道是他们要走的所以他们就必须一直一直摇一直摇一直摇,more,persona,train,2331
i can search all the channel all the tv programs now if there are some like related to综艺,more,persona,train,2335
so it can go to the综艺channel automatically,more,persona,train,2336
um actually we finally get uh the最终的成绩并不是特别好只拿了二等奖获得是省二等奖也不是国也不是国家的奖,more,persona,train,2339
like机顶盒可以可以做类似于这样的功功能可以实现这样的功能,1,persona,train,2358
所以说这个要遥遥遥控器can be suitable for each and suitable for every TV,more,persona,train,2366
对if you如果你买机机顶盒的话可能这个机顶盒它的每一个电视的频道号都都被定死,more,persona,train,2368
但但but it's a different kind of a different thing we we consider about that so,more,persona,train,2372
[UNK] 还是很多按钮啊even after so many years of progress,more,persona,train,2376
and you can use something like siri or讯飞to recognize your switch,more,persona,train,2378
自我介绍一下啊my name is的徐鹏,more,persona,train,2382
然后我是呃e c e的P S D,more,persona,train,2383
对然后这是我的一些基本啊basic information,more,persona,train,2389
你可以叫我lisa,1,persona,train,2392
然后actually我的,1,persona,train,2401
u g就是在中科大读的,more,persona,train,2402
嗯对我现在是在这边读PSD然后,1,persona,train,2410
我现在的专业我的major是 processing就是,2,persona,train,2411
呃研究怎么样让我们兴趣understand我们的language,2,persona,train,2412
iron man里面那个Jarvis Jarvis一样,more,persona,train,2415
后将来的那个plan的话我还没有,1,persona,train,2420
所以现在d呃这个priority就是说要先graduate,3,persona,train,2422
so啊what's your hobby,more,persona,train,2424
呃音乐music然后就,1,persona,train,2427
呃Disney Disney那边,more,persona,train,2429
但是还是蛮special就是在雨里面和大家一起唱歌,1,persona,train,2432
挺挺special的,1,persona,train,2437
大概就several month ago吧就,more,persona,train,2449
然后那个门票特别特别hard特别hard to get,more,persona,train,2451
我刷了大概seven hours结果还是不行就很难很难,more,persona,train,2453
还是太太太expensive大概有差不多呃有,1,persona,train,2455
后来想想还是挺expensive后来就没有去但特别遗憾,1,persona,train,2458
那张album的话也是特别特别的high quality,more,persona,train,2462
呃去 的时候呃在飞机上很很boring,1,persona,train,2464
很很bored的就就,1,persona,train,2465
它上面呃available的那些album都不多然后就看到一张林俊杰的那个我就听了大概几个小时,2,persona,train,2466
特别特别然后他的他有一个nickname是叫行走的cd嘛,2,persona,train,2473
然后说他的那个live的效果是最好的,1,persona,train,2475
因为现在我去那个Mason演唱会我觉得他们没有很认真的在唱对就是有点混的感觉,1,persona,train,2476
那你去过哪些countries或者有什么呃你觉得比较呃呃special activities,more,persona,train,2477
去我觉得我我我刚从United Kingdom回来然后我们去了那个Harry Harry Potter studio,more,persona,train,2480
它的那个它那个ticket它也很难抢大概要要提前呃两个月的样子去book a ticket,more,persona,train,2483
然后但是去那边的话我觉得真的蛮蛮deserve it就是说,more,persona,train,2484
它里面很多就是你看到那个它们那个那个hall,1,persona,train,2485
然后整个的场地他们都keep下来他们没有destroy然后就然后你就感就感觉到身临其境就看到了很多,2,persona,train,2489
对然后就觉得特别特别的亲切然后好像we are in the magic world这种感觉一样,more,persona,train,2491
现在中美在打的那个 这个visa就更难了,1,persona,train,2495
我我apply一个US visa了但是那个快快快expire了但是,more,persona,train,2498
去呃make appointment,more,persona,train,2501
然后又花又被check了 啊这个导致我后来,1,persona,train,2502
所以你是想去那play呃travel还是去,2,persona,train,2504
呃本来是想去一个concert后来想想后来因为那个ticket buy ticket已经,more,persona,train,2505
所以我就没有去就开始了这个这个trip,1,persona,train,2507
哦我之前是去过the united states然后去去了呃the washington d c,more,persona,train,2508
嗯呃new york,more,persona,train,2509
呃Niagara Falls,more,persona,train,2510
然后就在那边等于玩了一趟但是我比较遗憾的是没有去los angeles和,more,persona,train,2517
所以您那个two years都在那个东部待了没有去那个西部,more,persona,train,2519
啊actually我是在那个Atlanta,2,persona,train,2520
Atlanta啊,1,persona,train,2521
我知我没有去过但我知道那边比较expensive的就是物价什么都比较贵,1,persona,train,2527
如果你是报华人团的话就不是特别的expensive我觉得嗯boston的话你要是吃得好的话它又,2,persona,train,2529
如果你是在美国工作你挣钱了那应该觉得花费非常的cheap比如说一个这么长的面包然后我当时买了就一刀多,1,persona,train,2534
那些超市感觉都很cheap,1,persona,train,2537
对哦沃尔玛它的确实确实非常cheap,1,persona,train,2538
对比较比较boring的一个,1,persona,train,2544
那边有一个比那个比较famous的就是一个恐龙园那个其实就是一个噱头,1,persona,train,2546
yellow mountain啊我觉得黄山真的很棒,more,persona,train,2550
actuallyactually虽然我是我是安徽人但是还没有,1,persona,train,2552
安徽不就是发展travel嘛旅游业它没有什么其他的,1,persona,train,2563
主要有一个U S T C嘛所以就会有一些,more,persona,train,2569
高端的一些technology对,1,persona,train,2571
然后之前我考托福也是在u s t c考了,more,persona,train,2576
所以我对u s t c非常的熟悉你是东校区啊还是西校区啊,more,persona,train,2577
呃u s t c的话呃有那个sakura有一个呃sakura有一个樱花园在东校区那个地方,more,persona,train,2584
包包围了然后呢有一有一次那个green绿色的那个樱花特别特别引人注目,1,persona,train,2590
那个你是说那个underground地下那个,1,persona,train,2599
呃我们毕业时我已经毕业two years所以那时候我们还没有但是后来,more,persona,train,2603
就没有那个underground的那个那个那个那个路road然后也没有那个,2,persona,train,2606
嗯我就很喜欢spicy food,more,persona,train,2617
我的导师是Burt,1,persona,train,2624
嗯他是一个american,1,persona,train,2625
year one的phd学生,more,persona,train,2636
嗯p c e department,more,persona,train,2637
我现在的topic研究的topic还没有完全地,2,persona,train,2639
确定但是应该是会focus在NLP领域就是那种land processing的,more,persona,train,2640
啊睡一个懒觉或者做一些sports譬如做hiking啊running啊,3,persona,train,2644
看过就是你你最近看过的一部movie是什么,1,persona,train,2653
嗯good,1,persona,train,2666
how about you你上周末做什么,more,persona,train,2667
i went to um九龙湾,more,persona,train,2669
um it's an art exhibition about a梵高,more,persona,train,2671
some他的画作,1,persona,train,2672
它是一个非常大的shopping mall,more,persona,train,2677
呃还有很多restaurants,1,persona,train,2682
research topic是什么吗,more,persona,train,2690
嗯我的research topic是video emotion recognition,more,persona,train,2692
um motive modality的,more,persona,train,2694
当然我主要focus还是在,1,persona,train,2697
It's computer vision所以um,more,persona,train,2698
在做这个topic的时候呢,1,persona,train,2699
face的modality会更加重要,2,persona,train,2700
呃其次是audio modality,more,persona,train,2701
然后再然后是text modality,more,persona,train,2702
um所以我的主要目标就是,1,persona,train,2703
在这个emotion recognition的task上把这三个modality,more,persona,train,2705
嗯结合起来然后得到一个更好的performance,1,persona,train,2706
所以你现在enjoy你的这个呃research的这个过程吗,2,persona,train,2707
比较比较难的一点可能就是因为太多的modality,1,persona,train,2713
嗯me too我也是比较喜欢嗯science fiction,more,persona,train,2732
um你最喜欢的what is your favorite um,more,persona,train,2733
or director啊,more,persona,train,2736
我对 director没有特别的偏好,1,persona,train,2739
嗯只要是好看的movie,1,persona,train,2740
uh for the director I I love李安,more,persona,train,2753
ok um刚刚说到喜欢的明星,more,persona,train,2759
high school就起就非常喜欢的,more,persona,train,2761
嗯uh,1,persona,train,2767
像Head Above Water,more,persona,train,2774
嗯wechat,1,persona,train,2780
嗯这两个apps是我最常用的,1,persona,train,2781
呃for uh music streaming service,more,persona,train,2782
啊或者YouTube,1,persona,train,2785
但是它应该一般是要被屏蔽的吧在香港的话Hong Kong,more,persona,train,2786
嗯部分会被屏蔽但我也会使用VPN挂到内地的,1,persona,train,2787
嗯my name is周思颖,more,persona,train,2789
嗯I finish my undergraduate study in Shangdong Province嗯就是在中国北方山东,more,persona,train,2791
我本科的专业是finance然后现在呃呃I am also a student,more,persona,train,2800
嗯maybe I can stop here,more,persona,train,2814
yeah呃他们三个是复联里面最主要的成员,1,persona,train,2823
呃he actually has a warm heart,more,persona,train,2836
他很会inspired人们的spirit,2,persona,train,2841
它是有点arrogant但这是,1,persona,train,2843
还有复联二之后他有点anxious,1,persona,train,2846
就有点anxiety,1,persona,train,2847
呃就是重看的话就在app上面,1,persona,train,2854
或者写过多少张postcards吗,1,persona,train,2867
进行过了自我介绍虽然是yesterday的时候不过,1,education,train,2869
嗯very happy to see you,more,education,train,2870
嗯接下来其实我比较喜欢谈论一下关于education的话题,1,education,train,2871
就是我不知道你有没有这样的experience就是,1,education,train,2873
呃when we are in the senior high school,more,education,train,2874
right but呃but actually,more,education,train,2876
就是不我们不是每一个人就是拥有的假期都是一样的it's difference in different city,more,education,train,2879
so呃我对这个问题实际上很curious,2,education,train,2881
这个这个topic,1,education,train,2883
呃in my senior high school,more,education,train,2885
it's like呃on Saturday and Sunday we usually don't have classes,more,education,train,2887
小小的放假就是we can do everything we want,more,education,train,2892
嗯so what about you,more,education,train,2895
ok 所呃所以我的假期啊跟你还蛮像的,1,education,train,2896
呃on weekend we我我们可以可以放假,more,education,train,2897
呃on weekend,more,education,train,2900
呃sometimes we can sometimes we can not,more,education,train,2903
呃sometimes呃they'll organize the event,more,education,train,2905
I呃,1,education,train,2920
because嗯我高中实际上是在大连念的it's a big city big um big city nearby the seashore,more,education,train,2924
教育局对这个control的比较严一点,1,education,train,2927
但是好像在一些smaller city such as my my friend's city,more,education,train,2928
就是Saturday和,1,education,train,2930
所以实际上他们挺stressful,1,education,train,2937
how to say我之前觉得,more,education,train,2941
他们我的朋友考上了清华university,1,education,train,2945
我个人感觉in my opinion,more,education,train,2952
I see呃for some students is better for them to呃have more classes,more,education,train,2953
maybe I'm not no most I think可能有一部分的学生他们比较懒,more,education,train,2955
他们如果没有在周末要上课的话他们可能就就play video games or whatever,more,education,train,2956
so嗯for呃I think this in this case for all students that呃it is good for them,more,education,train,2965
but sometimes呃for me I will feel呃,more,education,train,2966
啊how to say I I don't like it I really don't like it I don't like exams,more,education,train,2967
嗯I think sometimes呃maybe more exams may not be very good,more,education,train,2969
maybe just take a few exams is enough so呃用周末来来休息呃,more,education,train,2970
I do homework啊study啊whatever,more,education,train,2975
对呀so what do you mean is that,more,education,train,2977
it is my 呃how to say我的命运,more,education,train,2978
for I cannot go to清华university for my whole life,more,education,train,2979
是的some of my friend is like that they really efficient,more,education,train,2983
okay so呃about the topic two,more,education,train,2991
嗯I'm always thinking if it's the right choice to pursue phd because now I'm in the first year of phd,more,education,train,2992
嗯because I got the phd offer,more,education,train,2994
呃我一直在考虑要不要要不要接下这个offer,1,education,train,2995
呃because at that time I cannot choose呃may I should not say I cannot I cannot,more,education,train,2996
choose a very good lab in my UG and I cannot to get the呃go to university,more,education,train,2998
可能我就试一试读phd然后但是因为,1,education,train,3000
所以经过这一些自我调调理自我思考感觉phd maybe,more,education,train,3003
so呃but I'm not sure because i think um if you have a master degree maybe it's good,more,education,train,3005
嗯because for somebody呃they are good at engineering,more,education,train,3006
so嗯,1,education,train,3008
既然我们选择了一定要有信心然后我说一下我为什么觉得要读PhD,1,education,train,3022
就是在我的价值观里在我的value里面我觉得,1,education,train,3023
嗯呃那我的问题是你觉得读了PhD就能把这个问题做得很好就是,1,education,train,3027
所以have to change,more,education,train,3039
呃既然我已经在这个领域里面有了一些研究呃we should not give up maybe we keep doing this we make it better,more,education,train,3042
so呃如果你是一个phd你可能会,2,education,train,3044
嗯yeah actually I think so but呃maybe my,more,education,train,3050
is that呃even though you're not a phd you're just a master or bachelor,more,education,train,3056
嗯it doesn't like the you do something about the about the science,more,education,train,3063
so在公司里面更像是和人去追求人与人之间关系的一个机制,1,education,train,3065
但是对于我来说啊it's too complicated so i prefer some poor things I I prefer some simple thing,more,education,train,3066
simple things it's like for example做科研,more,education,train,3067
这种东西只是说你去嗯for your whole life你你去pursue一些什么什么东西嗯,more,education,train,3069
so呃for me I think why phd is good maybe呃,more,education,train,3073
phd能给我带来能为我之后的职业规划,1,education,train,3074
嗯I have to do research sometimes I feel this feeling this way,more,education,train,3077
maybe呃I think如果你一直做一个research如果你一直钻研一个东西,more,education,train,3079
它你一直你一直你可能你一生都在做这个这个东西当然肯定这个东西是很难做的it's very difficult,more,education,train,3080
so呃sometimes it's quite boring because you don't have progress,more,education,train,3082
呃if you want to do I think someone someone would like to do it,more,education,train,3083
呃for me呃a master is is is a good choice because,more,education,train,3086
呃after I graduate I can go to company I can do interesting projects maybe useful for,more,education,train,3087
it's呃sense of achievement,more,education,train,3091
呃but you have to admit that sometimes it's boring,more,education,train,3094
is like you cannot you cannot make progress sorry呃yeah,more,education,train,3095
呃but but really呃for me I don't like work I don't like I don't like working,more,education,train,3096
似乎we're pursuing the different career,more,education,train,3102
you prefer company I prefer university当然对于我来说可能university也很难,more,education,train,3103
可能我只能prefer研究所,1,education,train,3104
嗯maybe you you're more suitable for the company,more,education,train,3106
因为其实做research就在高校里面很大部分时间感觉is too boring yeah,more,education,train,3108
所以他们实际上过的都是那种很boring的生活,1,education,train,3110
嗯I like go to maybe呃not I like I think the benefit of go to university to become faculty is,more,education,train,3113
呃it's and maybe you'll have a week to finish or maybe not a week maybe you'll have several months half a year several years to finish your project,more,education,train,3115
something like this this this is good but呃I like I like company呃for one thing is呃,more,education,train,3120
after admit that yeah嗯,more,education,train,3123
yeah but呃for me the only disadvantage is that we I cannot earn much money in the university,more,education,train,3127
so呃shall we just stop here,more,education,train,3132
呃所以我们接下来可以聊聊关于education的问题,1,education,train,3135
然后因为education是一个,1,education,train,3136
一个一个topic带着所有的全世界都会用,1,education,train,3137
我们一个比较debatable的一个一个话题就是,1,education,train,3140
我个人现在是比较prefer US education,more,education,train,3145
呃并呃并呃并不是说Asian education不好但我是觉得,more,education,train,3146
呃US education的话会比较,more,education,train,3147
嗯motivate people就是给给大家更多freedom去做他们大家想要的事情可以,more,education,train,3148
呃当然就是说他鼓励大家去be yourself instead of,more,education,train,3149
然后在Asian在我们亚洲的话呃,1,education,train,3154
呃就是呃look at score,more,education,train,3156
然后how about you,more,education,train,3162
呃as for me我觉得,more,education,train,3164
对因为本来我研究生是准备这个go to America,more,education,train,3166
对apply for a for a school dream school,more,education,train,3167
的确能呃learn something,more,education,train,3172
对所以说我还是很欣赏美国的这种高等教育尤其是phd阶段的教育,1,education,train,3175
都是要招美国的phd然后最好是这个,1,education,train,3177
的QS前二十的,1,education,train,3178
这种phd比较吃香,1,education,train,3179
就是如果我以后有了babies,1,education,train,3182
这个China,1,education,train,3184
就是basic education的话,more,education,train,3197
对and i think the,more,education,train,3199
呃so uh i prefer,more,education,train,3204
can have education in啊China in mainland,more,education,train,3206
yeah但是我也觉得美国的教育是的确是很优很优秀的对,1,education,train,3207
我的point是说,1,education,train,3210
就是如果你不在中国接受那些elementary school啊basic education的话,more,education,train,3212
那你就语文比较chinese就是说,1,education,train,3213
像中国有一个非常非常long的history就,2,education,train,3215
包括我们的很多我们很多我们自己的东西包括poems啊包括,1,education,train,3216
呃那些history啊呃就是,1,education,train,3217
我们的history啊包括那些three kingdoms啊我们有很多很多故事,more,education,train,3218
就是这些这个condition behind的这些,more,education,train,3222
字面上的literal meaning,more,education,train,3223
就不是一个real chinese,more,education,train,3225
就是你可能是一个a b c或者是,more,education,train,3226
你会你you can you can speak chinese but you are not chinese,more,education,train,3227
呃so how do you feel to read phd in in ust,more,education,train,3238
呃phd in ust,more,education,train,3239
呃i think phd的话,more,education,train,3240
它很取决于你who are you supervisor,more,education,train,3242
因为因为ph因为ust的话它是偏美式的,2,education,train,3243
ctu他们都是偏英式就是说,1,education,train,3246
他们有committee然后,1,education,train,3247
呃有很多 都是committee做的,1,education,train,3248
但是ust的话就是说,1,education,train,3249
很多事情都取决于你的supervisor你的supervisor,2,education,train,3250
读phd的过程然后包括你将来的,1,education,train,3252
呃人脉或者是social social social的那个relationship这些都,more,education,train,3254
虽然说我们我们呃我老板比较过去比较push,1,education,train,3259
但是他现在但是他有一个好处就是他比较open,1,education,train,3260
只要as long as you have result to show to her,more,education,train,3262
在我们组的这点还是比较open然后还有就是,1,education,train,3264
我们组会比较international一点就不像有些组里面全部都是chinese students,more,education,train,3265
然后对因为如果全全部是chinese students那那个文化就比较单一,more,education,train,3266
像我们组的话因为有很多international school students的原因我们有印度尼西亚的有,more,education,train,3267
呃有Korean的所以大家的culture background都不一样然后我们可以看到,more,education,train,3268
就有更多的topic就更多的知识可以互相分享因为我们来自不同的country,2,education,train,3270
这种所谓的freedom会比其他组更强一点就是会强调,1,education,train,3274
有点像是depends on yourself然后不会说,more,education,train,3277
呃这是你的工作方你的working lifestyle可以很自由你可以比如说早上很晚才来啊晚上很早就就走,more,education,train,3278
你可以一个月都不出现也没关系的只要你有output,1,education,train,3280
在这个internship方面的话他也是比较,1,education,train,3283
open的就是我们组如果你,1,education,train,3284
这种情况就是我室友当时我的roommate经常经常会有就有complaint to me就是说啊我们,more,education,train,3289
就是他们他他的那个advisor不让他去实习啊或者是这样子他的research progress很慢啊,more,education,train,3290
但是因为我们组的话有因为很多外国学生他们他们成长的那个environment不一样他们知道how to argue然后会会然后我们老板也是也是很international所以,more,education,train,3294
他在这方面会对我们控制control少一些,1,education,train,3295
对然后我们组的话还会经常go out for pick for for someactivities,more,education,train,3296
like看电影啊enjoys啊marvel啊我们看很多很多电影然后我们就经常play game together,more,education,train,3297
嗯上次我们去呃呃打枪啊这些很interesting,1,education,train,3298
so in our group but i think like this this is um sexism因为,more,education,train,3307
你的印象里面就是说woman会比较不push,2,education,train,3308
但是shecome to our group,more,education,train,3310
you'll see you'll you你可以自己感受,more,education,train,3312
之前我之前是想读phd来着,1,education,train,3314
就是因为人文社科phd吗,1,education,train,3316
phd的话就是你以后是想去,1,education,train,3325
我们的领域我现在是做 processing的我们的research和job其实没有那么大的区别就是,3,education,train,3330
我我也可以去公司里面做工作我觉得我可能将来还是会更做一些research相关的工作,1,education,train,3331
呃因为我是接触到像这些这样的圈里嘛所以我在这方面的会更加的有advantage一些,1,education,train,3332
一个option,1,education,train,3334
我因为大陆的faculty position是depend on government,more,education,train,3338
所以要看当时候有没有扩大open出来然后要看,1,education,train,3342
competition怎么样所以,1,education,train,3344
教授们去做一些start but包括我看来很多教授他们都,more,education,train,3351
他们都有一些business的东西然后,1,education,train,3352
妨碍你去做你what you want to do so,more,education,train,3354
在我们area里面的话我们的research area的话那data很重要,more,education,train,3360
呃公司的话像b a t啊这些大的公司里的话,more,education,train,3362
嗯呃去呃拿到big data,more,education,train,3364
这和对应的research output会很有帮助,more,education,train,3365
然后包括他们在公司的话founding,1,education,train,3366
什么founding会比较,1,education,train,3367
不是一个problem,1,education,train,3368
对所以你不你不你不需要care about这些,more,education,train,3370
呃 and I heard that,more,education,train,3375
呃 two days later 五月九号,more,education,train,3376
主要的呃精力还是放在呃publish paper这件事上,more,education,train,3382
在我们这个领域的话就如果你去conference的话你会meet到很多的hr啊包括,3,education,train,3384
那些公司包括主要是看你the people you know if you know them,more,education,train,3385
你给你你把你的cv给他们然后他们,1,education,train,3386
你知道你的话就不用go through这些process了,more,education,train,3387
只要know people inside then你把你的简历给他们可能很快你们就match each other然后就可以,more,education,train,3394
呃当然这是一个给学生在university的一个机构opportunity啦,2,education,train,3398
graduate 然后有phd的degree的话很多问题就没那么呃复杂,3,education,train,3403
depends on你的definition of of on time,more,education,train,3409
呃in在HongKong这个地方的话就是呃official the statement是说four years但是很多地方,more,education,train,3411
包括很多美国大家都是基本上是five years毕业嘛,more,education,train,3412
嗯对所以如果你认为five years是正常的话,more,education,train,3414
因为我是一个bachelor进来的然后我的background是说是electronic engineering就还有很就有很多的这个,more,education,train,3417
new things to learn在我当我当我开始的时候,more,education,train,3418
所以我就我当时给我大概定的objective就说五年之内能够graduate,2,education,train,3419
但是在u s t的话我觉得,more,education,train,3423
五年毕业还是蛮normal一件事情因为很少,1,education,train,3424
像我们这个领域或者csc department他们都会quit in,more,education,train,3428
in middle所以,more,education,train,3429
嗯所以就是说五年毕业是一能毕业是一件很很normal一件事情对,1,education,train,3430
quit in model的话in middle的话还挺亏的我感觉,more,education,train,3431
嗯但是你可以拿到一个after degree啊,more,education,train,3433
不是说你without any degree就是你有你还是有一个,more,education,train,3436
degree拿到了,1,education,train,3437
对其实其实主要是在PHD期间那些,1,education,train,3441
嗯stressful的那个mental stressful因为你做research的时候,more,education,train,3442
嗯how do you compare PHD and a job and work how do you work what after working,more,education,train,3444
and他的回答是说,1,education,train,3445
呃非常非常的relax,1,education,train,3446
compare to PHD因为PHD的时候你会一直想一个问题,more,education,train,3447
from day to night every day know even though可能是说是今天是weekend你可以去cheer up啊a bit,more,education,train,3448
然后那个问题是没有没有answer的你还你还要 found find the answer yourself,more,education,train,3450
然后这是非常的mentally stressful你不因为你不知道是什么因为有很多 uncertainty在里面,more,education,train,3451
但是job的话就不一样就是你很明确你知道,1,education,train,3452
你的task是什么,1,education,train,3453
然后你要达到什么样的performance,1,education,train,3454
然后可能很多人都已经做出相关的performance了然后你又很,1,education,train,3455
对然后这个任务非常明确然后当你完成finish这个 task以后,2,education,train,3456
你就可以enjoy your life了对,more,education,train,3457
工作就stressful嘛,1,education,train,3461
但是我觉得真的没有读phd啊累,1,education,train,3463
读PHD就是真的是,1,education,train,3464
但是嗯如果能够支持下来的话主要还是你对research的interest,2,education,train,3467
如果你interest这个idea的话你可能,2,education,train,3468
就是虽然中间会in the middle会会觉得很stressful但是当你有output当你有有discovery的时候当你去,more,education,train,3469
go 的时候当你去share with people的时候你会觉得,more,education,train,3470
然后你会talk to different people然后,more,education,train,3474
呃人和你share有有相相关的这相似的这个background和这个interest你会你们会与就是就有点像是找到知音这种感觉非常的投契,3,education,train,3476
尤其是当你去 的时候你会很深切感受到这些然后去做presentation的时候去和别人做 呃communication的时候,2,education,train,3477
非常非常的interesting所以,1,education,train,3479
嗯你会发现all the things you have done is worthwhile,more,education,train,3480
deserve it so就这种感觉但是,more,education,train,3481
但是在那个点在那个point之前会非常非常的tough,2,education,train,3484
呃如果你有很多senior的呃的一些colleague的话 他们可以帮助你,2,education,train,3488
在很多很多方面包括在experiment方面在 paper方面在idea方面都会给你帮助如果你有很多很多help的话你会会帮助你解决,4,education,train,3489
就是陷入到比较一个low的一个一个status里面然后这种这种情绪这种emotion会,3,education,train,3493
hurt your performance也会让你想,more,education,train,3494
所以这周围的整个 包括整个back环境environment还是蛮重要的一件事情,2,education,train,3495
这个term的话其实我的,1,education,train,3500
assessment呀然后和那个midterm不是特别的多其实我们平时像我们商院嘛,2,education,train,3501
然后business school的话大部分都是做good work,more,education,train,3502
让你做个proposal呀然后让你做个presentation呀大部都这样的然后,2,education,train,3504
嗯我们其实我觉得就是来u s t有一个好处就是我发现它很多exam都是open book,more,education,train,3505
你们我不知道你们是不是open book,more,education,train,3506
我们以前的话就比较水就是我们的notes啊基本是都cover everything,more,education,train,3511
就感觉还这边的话像我们商院的话是一个semester会那个break into两个terms,more,education,train,3515
然后呢它就就比如说我们当时是九月啊八月底上第一个term,1,education,train,3516
第二个term吧就会等于说是每一个semester会比你们稍长一点点,2,education,train,3520
所以我现在其实是个midterm然后我早上刚考完了一个midterm quiz,more,education,train,3521
对然后就感觉这边会我们一个课上seven weeks,more,education,train,3522
然后eight weeks是第第八周是用来考试就感觉非常的intense,more,education,train,3523
然后以前可以水一个semester的东西就是你知道现在赶紧要读书读书然后要做project然后discuss然后就,3,education,train,3525
商院这边就是太多group work了然后我已经很久没有写paper了真的嗯,more,education,train,3528
我觉得大部分的那种group activity其实因为它很就是emphasize你的这个communication skill然后或者是说你的这个team work你怎么样去去去manage一个team或者是作为team member是怎么弄的,more,education,train,3529
其实我们现在大部分做的东西其实跟我就是在面试的时候interview的时候有很多相似的地方因为interview的时候他很很经常像我们面consulting经常会抛给你一个case,4,education,train,3530
然后让你在比如说一个多小时内跟你的team member然后discuss然后去给他come up with a proposal或者是一个做一个presentation所以说我觉得平时练这个练比较多其实也是去,more,education,train,3531
就是模拟一个真正的一个business environment吧所以我觉得大部分它只是设计成这样一个group work其实也是比较好的我觉得还有另外一个方面来讲就是如果要是,more,education,train,3532
我感觉business school的人太多了你太多individual paper的话可能老师也看不过来然后他就会给你弄成groups像我们最搞笑的就是在那个annual时候有那种,more,education,train,3533
毕设嘛就是你们叫final我们叫final year project然后你们叫毕设然后呢像我们像你们这种理工科专业大部分还是一个人一个paper然后像我们的话就是,more,education,train,3534
对四个人做一个project什么的我觉得一人一个paper我们那得好几百个人上千人的老师肯定看不过来对,2,education,train,3535
work会不会非常的怎么着呢就是非常的,1,education,train,3538
就感觉你说这种report就是你们这种写的这种report特别像就是我我一般就是,2,education,train,3544
就感觉我一我一直都写能能写出这种report的人真的是神奇你知道就是写,1,education,train,3547
呃so far你觉得就是,more,education,train,3553
啊就是本科和那个香港的那个post graduate会不会有什么不一样的感觉,more,education,train,3555
不能有中文读的那么那么get information get那么多,more,education,train,3559
然后我有的时候经常会像之前又处理很多那个新闻的那种source的话我就右键,1,education,train,3560
google translate然后直接就是中文看一个大概意思差不多得了,more,education,train,3561
我初中的时候就完全是那种老师就只讲grammar然后呢只讲一些那种就是就是,1,education,train,3563
怎么说呢就是exam based或者是那种的知识点然后上高中老师会稍微好一点会经常给我们有一些oral speech啊什么的那些去练习但是我当时觉得就是呃本科第一年来香港的时候,more,education,train,3564
也会觉得非常的吃力就i still remember the first two weeks就是完全,more,education,train,3565
几乎听不懂嘛就是那种就是那种他语速非常快然后呢你就说不像那个你那个像那种看movie有subtitle的时候那种感觉然后我当时就是就是,2,education,train,3566
完全第一二一二个星期就懵逼了坐在那里然后就看那个notes然后就直接只能看他那个power point去看他现在在讲什么那种感觉就是,more,education,train,3567
就是一一二周之后就好了好很多然后渐渐的就就稍微适应一点了后来呢我也是我觉得学粤语的时候我也是这个感觉就是我当时还特意去上了一个cantonese class然后呢那个cantonese的那个那个老师就一上来给我们全部讲cantonese,more,education,train,3568
然后呢他就是还教我们一些歌啊然后教我们的一些grammar教我们一些那个就pronunciation上面的方方面的东西但我当时就是完全听不懂他讲什么然后就一脸懵逼坐在下面然后只能看他的notes,3,education,train,3569
